,4.775E+01 days,6.275E+01 days,1.175E+02 days,2.125E+02 days,3.080E+02 days,3.230E+02 days,3.698E+02 days,3.838E+02 days,4.256E+02 days,4.346E+02 days,4.672E+02 days,5.232E+02 days,5.723E+02 days,5.863E+02 days,6.436E+02 days,6.676E+02 days,7.403E+02 days,7.563E+02 days,8.162E+02 days,8.362E+02 days,8.803E+02 days,8.953E+02 days,9.501E+02 days,1.012E+03 days,1.074E+03 days
91101,5.81063E-01,5.82028E-01,1.26788E+00,1.26691E+00,2.10797E+00,2.12441E+00,2.77637E+00,2.77056E+00,3.25922E+00,3.26087E+00,3.88180E+00,3.88367E+00,4.65191E+00,4.65563E+00,5.67036E+00,5.67966E+00,6.87021E+00,6.87103E+00,8.09670E+00,8.10408E+00,9.29748E+00,9.29772E+00,1.06045E+01,1.06121E+01,1.18266E+01
91121,5.16846E-01,5.23727E-01,1.17179E+00,1.17277E+00,1.86012E+00,1.85910E+00,2.46891E+00,2.46893E+00,2.91794E+00,2.91978E+00,3.51934E+00,3.52314E+00,4.35277E+00,4.36800E+00,5.37883E+00,5.37684E+00,6.43071E+00,6.43067E+00,7.74218E+00,7.75291E+00,9.01334E+00,9.01185E+00,1.03360E+01,1.03432E+01,1.17052E+01
91141,5.27097E-01,5.30020E-01,1.24812E+00,1.24718E+00,2.06106E+00,2.06299E+00,2.72769E+00,2.74013E+00,3.22405E+00,3.22973E+00,3.89674E+00,3.88981E+00,4.75792E+00,4.76557E+00,5.75879E+00,5.76140E+00,6.87767E+00,6.88565E+00,8.29870E+00,8.30298E+00,9.57113E+00,9.57379E+00,1.09060E+01,1.09139E+01,1.23299E+01
91161,7.37539E-01,7.45386E-01,1.51901E+00,1.51221E+00,2.56510E+00,2.57854E+00,3.34770E+00,3.34393E+00,3.91508E+00,3.92083E+00,4.65488E+00,4.66048E+00,5.57269E+00,5.57483E+00,6.72006E+00,6.72740E+00,7.91039E+00,7.91244E+00,9.24665E+00,9.26008E+00,1.04564E+01,1.04564E+01,1.18260E+01,1.18313E+01,1.31587E+01
91201,6.04722E-01,6.15520E-01,1.33650E+00,1.33164E+00,2.10394E+00,2.10006E+00,2.80590E+00,2.81934E+00,3.35260E+00,3.36136E+00,3.95988E+00,3.95897E+00,4.79459E+00,4.79922E+00,5.83906E+00,5.84294E+00,6.95433E+00,6.95517E+00,8.14618E+00,8.14660E+00,9.30664E+00,9.31648E+00,1.05368E+01,1.05402E+01,1.17628E+01
91221,5.71355E-01,5.79221E-01,1.19706E+00,1.19412E+00,1.84076E+00,1.84756E+00,2.53106E+00,2.53211E+00,3.02775E+00,3.02681E+00,3.56944E+00,3.56750E+00,4.38198E+00,4.38863E+00,5.42260E+00,5.42914E+00,6.58099E+00,6.58741E+00,7.85710E+00,7.85890E+00,9.09393E+00,9.10266E+00,1.03962E+01,1.04007E+01,1.18301E+01
91241,5.91468E-01,5.94386E-01,1.35539E+00,1.35829E+00,2.10676E+00,2.10969E+00,2.77266E+00,2.77743E+00,3.24798E+00,3.25004E+00,3.86836E+00,3.87213E+00,4.71424E+00,4.71803E+00,5.86652E+00,5.86874E+00,7.02326E+00,7.03053E+00,8.33746E+00,8.34402E+00,9.62057E+00,9.62142E+00,1.09262E+01,1.09299E+01,1.22131E+01
91261,7.31624E-01,7.41436E-01,1.46516E+00,1.46612E+00,2.36792E+00,2.36698E+00,3.18818E+00,3.19198E+00,3.75521E+00,3.75709E+00,4.47670E+00,4.48242E+00,5.44048E+00,5.44608E+00,6.60802E+00,6.60614E+00,7.85098E+00,7.86266E+00,9.29263E+00,9.29291E+00,1.04600E+01,1.04678E+01,1.17115E+01,1.17183E+01,1.30840E+01
91301,3.03794E-01,3.08723E-01,7.72006E-01,7.71057E-01,1.25408E+00,1.25700E+00,1.63113E+00,1.62819E+00,1.95065E+00,1.95646E+00,2.36177E+00,2.35891E+00,2.95423E+00,2.96001E+00,3.71672E+00,3.72347E+00,4.56453E+00,4.56725E+00,5.57648E+00,5.57657E+00,6.63382E+00,6.63469E+00,7.76721E+00,7.78003E+00,9.06809E+00
91321,2.51027E-01,2.55959E-01,5.72657E-01,5.75613E-01,9.53577E-01,9.51622E-01,1.31897E+00,1.31894E+00,1.61082E+00,1.61859E+00,1.98435E+00,1.97953E+00,2.54313E+00,2.54896E+00,3.26878E+00,3.27164E+00,4.06013E+00,4.06387E+00,5.16287E+00,5.16466E+00,6.24610E+00,6.24638E+00,7.54168E+00,7.54805E+00,8.91360E+00
91341,2.64986E-01,2.67945E-01,6.15059E-01,6.16988E-01,9.66778E-01,9.61847E-01,1.35047E+00,1.35534E+00,1.65445E+00,1.65736E+00,2.05115E+00,2.05213E+00,2.60093E+00,2.59425E+00,3.36913E+00,3.38747E+00,4.31662E+00,4.32034E+00,5.33704E+00,5.33050E+00,6.42285E+00,6.43694E+00,7.78134E+00,7.78357E+00,9.22648E+00
91361,4.12436E-01,4.11474E-01,9.05420E-01,9.13259E-01,1.46968E+00,1.46772E+00,1.95640E+00,1.95930E+00,2.32330E+00,2.32713E+00,2.81729E+00,2.81816E+00,3.61140E+00,3.62188E+00,4.50072E+00,4.49978E+00,5.47198E+00,5.47488E+00,6.71751E+00,6.72671E+00,7.85532E+00,7.85223E+00,9.12175E+00,9.12429E+00,1.04025E+01
92101,6.47893E-01,6.45916E-01,1.58545E+00,1.59232E+00,2.46455E+00,2.47139E+00,3.30002E+00,3.30304E+00,3.94017E+00,3.94490E+00,4.75500E+00,4.75318E+00,5.79273E+00,5.80394E+00,7.12593E+00,7.13262E+00,8.58650E+00,8.58495E+00,1.00140E+01,1.00266E+01,1.14973E+01,1.14985E+01,1.28953E+01,1.28992E+01,1.43563E+01
92121,5.29432E-01,5.38365E-01,1.21884E+00,1.22082E+00,2.07526E+00,2.07034E+00,2.78895E+00,2.79577E+00,3.36145E+00,3.36613E+00,4.10886E+00,4.10977E+00,5.18569E+00,5.18466E+00,6.46375E+00,6.47234E+00,7.92861E+00,7.93877E+00,9.58994E+00,9.59717E+00,1.10107E+01,1.10082E+01,1.27253E+01,1.27374E+01,1.41794E+01
92141,6.39932E-01,6.48863E-01,1.34840E+00,1.34052E+00,2.30505E+00,2.31967E+00,3.07997E+00,3.07899E+00,3.64180E+00,3.64552E+00,4.37582E+00,4.38073E+00,5.46672E+00,5.46963E+00,6.75855E+00,6.75762E+00,8.25503E+00,8.26214E+00,9.79037E+00,9.79571E+00,1.13600E+01,1.13720E+01,1.28442E+01,1.28438E+01,1.42341E+01
92161,8.44966E-01,8.52894E-01,1.67434E+00,1.67342E+00,2.78722E+00,2.79881E+00,3.69605E+00,3.69606E+00,4.39019E+00,4.39876E+00,5.21066E+00,5.20877E+00,6.32103E+00,6.32557E+00,7.69643E+00,7.70292E+00,9.26047E+00,9.26231E+00,1.07653E+01,1.07776E+01,1.20891E+01,1.20918E+01,1.35067E+01,1.35103E+01,1.48122E+01
92201,7.00110E-01,7.09997E-01,1.49136E+00,1.48054E+00,2.32113E+00,2.32986E+00,3.22129E+00,3.23013E+00,3.91753E+00,3.92048E+00,4.63351E+00,4.63336E+00,5.63599E+00,5.64047E+00,6.87217E+00,6.88040E+00,8.29040E+00,8.28959E+00,9.93058E+00,9.94207E+00,1.14268E+01,1.14319E+01,1.28751E+01,1.28789E+01,1.42663E+01
92221,6.13575E-01,6.19545E-01,1.34101E+00,1.33705E+00,2.07762E+00,2.09329E+00,2.88760E+00,2.88187E+00,3.53603E+00,3.54063E+00,4.22288E+00,4.22084E+00,5.33677E+00,5.34062E+00,6.51881E+00,6.52836E+00,7.88413E+00,7.88424E+00,9.49031E+00,9.49840E+00,1.10679E+01,1.10768E+01,1.26907E+01,1.26942E+01,1.41983E+01
92241,6.26709E-01,6.34639E-01,1.39756E+00,1.39362E+00,2.23491E+00,2.24076E+00,3.01261E+00,3.01746E+00,3.63247E+00,3.63910E+00,4.27391E+00,4.27686E+00,5.38043E+00,5.37178E+00,6.74827E+00,6.76158E+00,8.17220E+00,8.17313E+00,9.90117E+00,9.91462E+00,1.14475E+01,1.14538E+01,1.30302E+01,1.30329E+01,1.45050E+01
92261,8.23896E-01,8.25894E-01,1.78681E+00,1.79068E+00,2.71531E+00,2.72508E+00,3.69757E+00,3.69552E+00,4.36965E+00,4.37076E+00,5.10908E+00,5.12225E+00,6.31453E+00,6.31386E+00,7.55220E+00,7.56502E+00,8.95075E+00,8.95091E+00,1.06080E+01,1.06080E+01,1.20892E+01,1.20972E+01,1.35722E+01,1.35774E+01,1.49469E+01
92301,3.57331E-01,3.68298E-01,8.38815E-01,8.25950E-01,1.32414E+00,1.32710E+00,1.88128E+00,1.89301E+00,2.25571E+00,2.25181E+00,2.82148E+00,2.82054E+00,3.62788E+00,3.63831E+00,4.65604E+00,4.65735E+00,5.85705E+00,5.85690E+00,7.26649E+00,7.27779E+00,8.61913E+00,8.62165E+00,1.01532E+01,1.01603E+01,1.15926E+01
92321,2.92136E-01,2.98109E-01,6.40584E-01,6.34622E-01,1.09084E+00,1.09775E+00,1.53340E+00,1.53433E+00,1.86075E+00,1.86366E+00,2.28837E+00,2.28836E+00,3.00392E+00,2.99916E+00,3.96662E+00,3.97158E+00,5.22797E+00,5.24383E+00,6.69241E+00,6.70087E+00,8.14893E+00,8.14698E+00,9.76988E+00,9.77323E+00,1.13382E+01
92341,2.85872E-01,2.90850E-01,6.44988E-01,6.47942E-01,1.07538E+00,1.06845E+00,1.49678E+00,1.50760E+00,1.86098E+00,1.85700E+00,2.29120E+00,2.28633E+00,3.09505E+00,3.10180E+00,4.08200E+00,4.09262E+00,5.29450E+00,5.29098E+00,6.92475E+00,6.93965E+00,8.48395E+00,8.49050E+00,1.00475E+01,1.00502E+01,1.17201E+01
92361,4.33184E-01,4.40119E-01,9.28680E-01,9.26736E-01,1.46643E+00,1.46155E+00,2.03946E+00,2.05120E+00,2.52338E+00,2.51848E+00,3.06155E+00,3.07127E+00,3.92464E+00,3.92282E+00,4.95997E+00,4.96764E+00,6.21980E+00,6.22988E+00,7.71265E+00,7.71460E+00,9.18429E+00,9.18822E+00,1.06198E+01,1.06317E+01,1.20458E+01
93101,7.31199E-01,7.30227E-01,1.63553E+00,1.64518E+00,2.77300E+00,2.78071E+00,3.63451E+00,3.62787E+00,4.32756E+00,4.34068E+00,5.23839E+00,5.23273E+00,6.46377E+00,6.48102E+00,7.99142E+00,7.99592E+00,9.59945E+00,9.60457E+00,1.12541E+01,1.12594E+01,1.26437E+01,1.26420E+01,1.40795E+01,1.40864E+01,1.53836E+01
93121,6.25622E-01,6.30536E-01,1.47165E+00,1.47263E+00,2.45696E+00,2.46552E+00,3.28571E+00,3.28834E+00,3.95422E+00,3.95781E+00,4.81153E+00,4.80873E+00,6.02123E+00,6.03035E+00,7.61264E+00,7.61633E+00,9.15096E+00,9.15685E+00,1.08921E+01,1.08937E+01,1.24683E+01,1.24802E+01,1.40575E+01,1.40625E+01,1.54984E+01
93141,7.31789E-01,7.38620E-01,1.59563E+00,1.60240E+00,2.56590E+00,2.56394E+00,3.40820E+00,3.41863E+00,4.05214E+00,4.04925E+00,4.84910E+00,4.84841E+00,5.96589E+00,5.97543E+00,7.44683E+00,7.44830E+00,9.04490E+00,9.05041E+00,1.08762E+01,1.08860E+01,1.24060E+01,1.24172E+01,1.39583E+01,1.39589E+01,1.53272E+01
93161,8.03048E-01,8.08924E-01,1.77582E+00,1.77679E+00,2.93907E+00,2.94665E+00,3.96522E+00,3.96909E+00,4.74760E+00,4.75525E+00,5.61313E+00,5.60850E+00,6.92112E+00,6.93766E+00,8.29842E+00,8.29491E+00,9.88896E+00,9.89577E+00,1.15018E+01,1.15063E+01,1.29629E+01,1.29714E+01,1.45103E+01,1.45164E+01,1.58781E+01
93201,8.20774E-01,8.28581E-01,1.68391E+00,1.68486E+00,2.71887E+00,2.72557E+00,3.65035E+00,3.64646E+00,4.33202E+00,4.34421E+00,5.24433E+00,5.24528E+00,6.53585E+00,6.53791E+00,8.12087E+00,8.13080E+00,9.68876E+00,9.69057E+00,1.15580E+01,1.15652E+01,1.30920E+01,1.30948E+01,1.45461E+01,1.45537E+01,1.59292E+01
93221,6.91245E-01,6.95110E-01,1.44014E+00,1.44204E+00,2.41272E+00,2.41562E+00,3.18476E+00,3.19423E+00,3.88843E+00,3.89231E+00,4.71615E+00,4.71623E+00,5.92771E+00,5.93321E+00,7.38344E+00,7.38335E+00,8.95581E+00,8.97029E+00,1.08308E+01,1.08317E+01,1.23082E+01,1.23132E+01,1.37963E+01,1.38055E+01,1.51534E+01
93241,6.89482E-01,6.98294E-01,1.47977E+00,1.47392E+00,2.33950E+00,2.35005E+00,3.25947E+00,3.25383E+00,3.88829E+00,3.89585E+00,4.66848E+00,4.66652E+00,5.89646E+00,5.90960E+00,7.44138E+00,7.44487E+00,9.00075E+00,9.01172E+00,1.07351E+01,1.07440E+01,1.22325E+01,1.22323E+01,1.37944E+01,1.38036E+01,1.52599E+01
93261,8.57416E-01,8.61305E-01,1.84209E+00,1.84498E+00,2.95737E+00,2.96300E+00,3.93359E+00,3.93246E+00,4.69663E+00,4.70595E+00,5.54583E+00,5.54305E+00,6.79599E+00,6.80355E+00,8.27678E+00,8.28337E+00,9.90821E+00,9.91446E+00,1.15942E+01,1.16018E+01,1.29879E+01,1.29990E+01,1.44510E+01,1.44494E+01,1.57526E+01
93301,3.81092E-01,3.78166E-01,8.56899E-01,8.63761E-01,1.49882E+00,1.50559E+00,2.08813E+00,2.08909E+00,2.59320E+00,2.59329E+00,3.20736E+00,3.20935E+00,4.06510E+00,4.06794E+00,5.28194E+00,5.28754E+00,6.69008E+00,6.69620E+00,8.29976E+00,8.31053E+00,9.75855E+00,9.75785E+00,1.13546E+01,1.13626E+01,1.28936E+01
93321,3.65293E-01,3.67248E-01,7.66380E-01,7.61501E-01,1.25039E+00,1.26105E+00,1.70697E+00,1.70700E+00,2.12733E+00,2.13025E+00,2.72234E+00,2.72239E+00,3.59549E+00,3.60136E+00,4.85215E+00,4.85206E+00,6.18665E+00,6.19581E+00,7.69859E+00,7.70662E+00,9.24392E+00,9.25041E+00,1.08712E+01,1.08772E+01,1.24376E+01
93341,3.15522E-01,3.21412E-01,6.89138E-01,6.92082E-01,1.22838E+00,1.22935E+00,1.76834E+00,1.76931E+00,2.16333E+00,2.16526E+00,2.67553E+00,2.66687E+00,3.46192E+00,3.47909E+00,4.68461E+00,4.67889E+00,6.17085E+00,6.18577E+00,7.94123E+00,7.94619E+00,9.44512E+00,9.45471E+00,1.10638E+01,1.10677E+01,1.27241E+01
93361,4.81512E-01,4.87410E-01,1.00091E+00,1.00291E+00,1.61114E+00,1.61213E+00,2.25097E+00,2.24715E+00,2.69192E+00,2.69682E+00,3.30984E+00,3.31558E+00,4.20466E+00,4.21035E+00,5.36166E+00,5.36157E+00,6.72617E+00,6.73607E+00,8.25176E+00,8.25710E+00,9.75600E+00,9.75952E+00,1.13516E+01,1.13575E+01,1.28382E+01
94101,8.40062E-01,8.40061E-01,1.79169E+00,1.80042E+00,3.01972E+00,3.02251E+00,3.95808E+00,3.96658E+00,4.70179E+00,4.70435E+00,5.59726E+00,5.59710E+00,6.88472E+00,6.89392E+00,8.40149E+00,8.39956E+00,1.00418E+01,1.00540E+01,1.16591E+01,1.16600E+01,1.30920E+01,1.30982E+01,1.45238E+01,1.45323E+01,1.59069E+01
94121,6.83875E-01,6.78943E-01,1.45713E+00,1.46298E+00,2.47041E+00,2.47626E+00,3.28782E+00,3.30213E+00,3.92033E+00,3.91945E+00,4.77818E+00,4.77529E+00,5.92481E+00,5.93306E+00,7.30755E+00,7.30779E+00,8.88500E+00,8.89921E+00,1.06547E+01,1.06567E+01,1.21308E+01,1.21372E+01,1.36501E+01,1.36561E+01,1.49783E+01
94141,6.38112E-01,6.48924E-01,1.45532E+00,1.45339E+00,2.45501E+00,2.45789E+00,3.28684E+00,3.28685E+00,3.95987E+00,3.95981E+00,4.76204E+00,4.77144E+00,5.92990E+00,5.93641E+00,7.34270E+00,7.34743E+00,9.05523E+00,9.06232E+00,1.06565E+01,1.06610E+01,1.21161E+01,1.21256E+01,1.36553E+01,1.36549E+01,1.50744E+01
94161,7.85061E-01,7.90948E-01,1.64709E+00,1.65388E+00,2.80091E+00,2.80085E+00,3.68114E+00,3.68307E+00,4.36144E+00,4.36710E+00,5.28459E+00,5.29504E+00,6.53860E+00,6.53377E+00,7.95605E+00,7.96191E+00,9.60541E+00,9.61546E+00,1.13652E+01,1.13738E+01,1.26644E+01,1.26680E+01,1.41001E+01,1.41071E+01,1.53967E+01
94201,8.18098E-01,8.24005E-01,1.73917E+00,1.74307E+00,2.86784E+00,2.87270E+00,3.87227E+00,3.87895E+00,4.61375E+00,4.61648E+00,5.47192E+00,5.46717E+00,6.63787E+00,6.64537E+00,8.14113E+00,8.14879E+00,9.83097E+00,9.83364E+00,1.13785E+01,1.13886E+01,1.27903E+01,1.27972E+01,1.42549E+01,1.42609E+01,1.55865E+01
94221,6.50591E-01,6.59448E-01,1.48670E+00,1.48473E+00,2.32783E+00,2.32494E+00,3.18474E+00,3.19242E+00,3.85821E+00,3.86205E+00,4.62225E+00,4.62506E+00,5.79528E+00,5.80272E+00,7.24968E+00,7.25055E+00,8.74599E+00,8.75207E+00,1.05676E+01,1.05746E+01,1.20689E+01,1.20784E+01,1.37079E+01,1.37070E+01,1.51628E+01
94241,6.78190E-01,6.83098E-01,1.52541E+00,1.52729E+00,2.39051E+00,2.40112E+00,3.24134E+00,3.23560E+00,3.86547E+00,3.86740E+00,4.61558E+00,4.62792E+00,5.81031E+00,5.80846E+00,7.34039E+00,7.34932E+00,8.94871E+00,8.95129E+00,1.06299E+01,1.06379E+01,1.21938E+01,1.21964E+01,1.37349E+01,1.37394E+01,1.51301E+01
94261,8.36521E-01,8.45377E-01,1.68867E+00,1.68573E+00,2.66494E+00,2.67274E+00,3.62444E+00,3.63479E+00,4.30382E+00,4.29909E+00,5.11950E+00,5.12527E+00,6.43008E+00,6.43102E+00,7.83806E+00,7.84388E+00,9.37222E+00,9.37679E+00,1.09782E+01,1.09836E+01,1.24017E+01,1.24122E+01,1.38748E+01,1.38815E+01,1.51955E+01
94301,4.78066E-01,4.87931E-01,9.94011E-01,9.90077E-01,1.65792E+00,1.65599E+00,2.25668E+00,2.26731E+00,2.74144E+00,2.74236E+00,3.33642E+00,3.33450E+00,4.24984E+00,4.25638E+00,5.48954E+00,5.49339E+00,6.83340E+00,6.83425E+00,8.34285E+00,8.35742E+00,9.85262E+00,9.85700E+00,1.14664E+01,1.14715E+01,1.30531E+01
94321,3.25433E-01,3.26416E-01,7.57431E-01,7.63289E-01,1.23423E+00,1.22834E+00,1.69867E+00,1.70259E+00,2.11372E+00,2.12052E+00,2.63921E+00,2.64491E+00,3.53256E+00,3.52973E+00,4.61205E+00,4.61479E+00,6.01973E+00,6.02724E+00,7.70142E+00,7.70306E+00,9.26584E+00,9.27214E+00,1.10909E+01,1.11041E+01,1.27000E+01
94341,3.29578E-01,3.34523E-01,6.97373E-01,6.93473E-01,1.14535E+00,1.15119E+00,1.58033E+00,1.57935E+00,1.97029E+00,1.97028E+00,2.50341E+00,2.50248E+00,3.26131E+00,3.27086E+00,4.41567E+00,4.41357E+00,5.81593E+00,5.83154E+00,7.39456E+00,7.38899E+00,8.97356E+00,8.98718E+00,1.07686E+01,1.07775E+01,1.23681E+01
94361,4.45921E-01,4.48861E-01,9.42518E-01,9.47425E-01,1.60284E+00,1.60277E+00,2.13918E+00,2.14111E+00,2.59250E+00,2.59054E+00,3.23555E+00,3.24215E+00,4.20244E+00,4.20162E+00,5.34282E+00,5.35222E+00,6.63547E+00,6.63935E+00,8.16340E+00,8.16691E+00,9.57099E+00,9.57978E+00,1.11071E+01,1.11158E+01,1.25645E+01
95101,6.50689E-01,6.53618E-01,1.46040E+00,1.46620E+00,2.45494E+00,2.45786E+00,3.21652E+00,3.22026E+00,3.90064E+00,3.90053E+00,4.69055E+00,4.69047E+00,5.76061E+00,5.76896E+00,7.07290E+00,7.07278E+00,8.53323E+00,8.54652E+00,1.01079E+01,1.01069E+01,1.15210E+01,1.15262E+01,1.31012E+01,1.31080E+01,1.44959E+01
95121,5.55608E-01,5.58556E-01,1.25887E+00,1.25400E+00,2.16833E+00,2.18375E+00,2.86925E+00,2.86729E+00,3.41063E+00,3.41344E+00,4.10550E+00,4.10644E+00,5.07017E+00,5.07365E+00,6.33494E+00,6.34512E+00,7.70452E+00,7.71358E+00,9.15165E+00,9.15119E+00,1.06581E+01,1.06633E+01,1.21960E+01,1.21983E+01,1.36095E+01
95141,5.56486E-01,5.65345E-01,1.18526E+00,1.18236E+00,1.96171E+00,1.95979E+00,2.66549E+00,2.68089E+00,3.18614E+00,3.17940E+00,3.79019E+00,3.80064E+00,4.74223E+00,4.73673E+00,5.84211E+00,5.85205E+00,7.10697E+00,7.11148E+00,8.59357E+00,8.60188E+00,1.00647E+01,1.00630E+01,1.16423E+01,1.16490E+01,1.32451E+01
95161,7.39919E-01,7.44791E-01,1.54838E+00,1.55320E+00,2.37230E+00,2.37328E+00,3.03741E+00,3.04028E+00,3.61840E+00,3.62534E+00,4.36978E+00,4.36618E+00,5.35749E+00,5.36536E+00,6.50875E+00,6.52078E+00,7.90353E+00,7.89786E+00,9.31984E+00,9.33068E+00,1.05540E+01,1.05629E+01,1.19533E+01,1.19586E+01,1.33539E+01
95201,7.17586E-01,7.25385E-01,1.57080E+00,1.56887E+00,2.53666E+00,2.54348E+00,3.39219E+00,3.39787E+00,4.01001E+00,4.00709E+00,4.78003E+00,4.77990E+00,5.85577E+00,5.87062E+00,7.16486E+00,7.16867E+00,8.53194E+00,8.53754E+00,1.00757E+01,1.00812E+01,1.14183E+01,1.14218E+01,1.29061E+01,1.29117E+01,1.42497E+01
