decay_step,decay_time,H_TL,"H_gamma,L",H_ch,"H_gamma,Tr batch 0","H_gamma,Tr total","H_gamma,Tr total uncertainty",H_T
0,1.1574074074074073e-05,513.4630003175606,302.8430000570949,210.6200002604657,704.2672556399677,704.2672556399677,0.7042672556399677,914.8872559004335
