decay_step,decay_time,H_TL,"H_gamma,L",H_ch,"H_gamma,Tr batch 0","H_gamma,Tr total","H_gamma,Tr total uncertainty",H_T
0,1.1574074074074073e-05,512.0650002797578,301.947000048562,210.11800023119577,780.4049671210386,780.4049671210386,0.7023644704089347,990.5229673522343
