decay_step,decay_time,H_TL,"H_gamma,L",H_ch,"H_gamma,Tr batch 0","H_gamma,Tr total","H_gamma,Tr total uncertainty",H_T
0,1.1574074074074073e-05,513.872000273797,303.0500000471036,210.82200022669338,674.9678139871273,674.9678139871273,0.6749678139871274,885.7898142138207
